16275.1087888,3605.0002855,-9.69597842,1
16285.6418258,3607.6370775,-14.6877904,1
16301.83172278,3617.11380182,-21.32898868,1
16318.49527153,3617.80305197,-6.50369995,1
16320.64459599,3625.49850335,4.38664797,1
16312.49030333,3621.57595083,9.72697077,1
16308.67802378,3616.71979651,19.2742684,1
16300.71989105,3613.54140753,22.20685659,1
16282.82517799,3605.75832687,13.58403994,1
16279.26791583,3615.73136295,-20.01739144,1
16300.51622028,3625.98690713,-20.07662889,1
16307.76785221,3627.46054684,-15.60627116,1
16315.72158104,3625.9179097,-5.7859616,1
16309.90843399,3626.20367134,13.55066746,1
16301.69467662,3623.7552595,19.83096276,1
16284.62727382,3613.55984794,19.64629607,1
16275.05960737,3613.37496987,1.44183476,1
16293.45203751,3631.57482577,15.72327388,1
16275.84938493,3618.01716208,18.35852491,1
16272.43863402,3617.12354215,-6.16710673,1
16285.56328982,3627.09896774,-16.4730556,1
16296.23187084,3627.25121403,-22.66222603,1
16303.06328097,3627.11259942,-12.98414956,1
16314.19657298,3632.53687979,2.31189671,1
16269.91822823,3631.68354089,-8.47799536,1
16315.076591,3639.33583711,4.287982,1
16300.01037951,3637.45848743,23.8114051,1
16290.20477939,3631.58488109,23.27329977,1
16279.82155172,3632.16319933,21.45765072,1
16272.46363906,3626.48225967,11.11126664,1
16277.17574755,3634.00059467,-16.04774736,1
16306.33737042,3646.61480389,-17.1699947,1
16304.01019011,3651.97779502,6.49714686,1
16294.03658649,3648.46547278,23.77666056,1
16284.70640584,3641.60277896,18.97784999,1
16274.67184967,3635.03714101,17.17262351,1
16265.46737774,3636.38757121,0.14178173,1
16261.79765705,3642.65549302,0.60164408,1
16280.86413884,3647.0231253,-20.81320175,1
16296.72737787,3659.14575597,11.8910183,1
16268.38208565,3655.20014067,13.50182381,1
16264.83207242,3655.24269793,-10.26766721,1
16292.3253976,3657.65972524,-20.04180056,1
16298.43394206,3657.24792312,-11.61461776,1
16308.20019391,3664.40943215,-5.27884346,1
16292.06416521,3659.21853545,13.07233238,1
16289.7080545,3655.20639117,23.26210341,1
16276.74026953,3652.21657703,21.14220881,1
16298.31421858,3664.96885989,9.9266263,1
16264.16309787,3659.07412548,5.43603099,1
16263.16713976,3662.176856,-4.20022561,1
16262.58466475,3661.94936101,-14.8511695,1
16289.9088118,3669.49080106,-19.10431219,1
16295.89104629,3672.980428,9.11082457,1
16268.37285951,3670.90011247,23.74254409,1
16260.06465742,3667.59226508,-6.01545453,1
16260.86890622,3667.14561572,-17.19521859,1
16272.29605547,3670.78215594,-19.76106664,1
16290.85470528,3677.80504894,-17.4934086,1
16294.57162375,3674.28668252,-9.65711529,1
16284.2927353,3683.17862629,-11.69056238,1
16294.52835037,3679.98576723,17.00722659,1
16262.67008739,3678.75894756,15.64900983,1
16251.53878598,3673.52477307,-1.56648687,1
16289.66319851,3692.64141408,18.47763261,1
16283.2995631,3687.31796236,21.31115563,1
16269.17675941,3689.80024276,24.83726462,1
16253.99336209,3685.68825233,-2.6298724,1
16258.19216398,3688.86183617,-11.16400461,1
16291.44342406,3689.67267019,-12.776063,1
16252.19403631,3696.5599981,5.49910582,1
16253.95516696,3688.96222787,-3.64603856,1
16290.95160368,3703.17877367,-10.88086189,1
16291.72300737,3702.01338589,10.35750246,1
16266.92726539,3705.01040199,23.75485015,1
16260.40593571,3701.75204857,18.81962172,1
16249.97406238,3696.00758347,13.21896072,1
16256.29931193,3695.30803367,-9.67282042,1
16271.59759158,3699.81031147,-22.48568948,1
16289.54797994,3712.06888186,-16.88211118,1
16292.11153171,3712.88216595,-6.85646616,1
16296.70779842,3711.74792848,8.16221521,1
16286.46334217,3706.19654604,14.17703173,1
16278.25589602,3705.81825992,18.50757491,1
16243.5085621,3698.92725964,-7.91347049,1
16286.77961476,3715.55057631,7.06587367,1
16258.39669159,3704.43340338,12.16680013,1
16245.53797985,3702.01029291,9.76808582,1
16277.5941457,3727.2145148,-12.0255869,1
16283.90433831,3737.78158531,-7.66576109,1
16269.69539307,3724.04995376,27.24492905,1
16265.04501486,3714.89154301,20.75347131,1
16256.22761112,3713.72123865,13.28074332,1
16256.27019324,3709.97480091,-17.67704926,1
16262.15764633,3719.01093401,-23.39100083,1
16266.16630462,3727.75562257,18.58800657,1
16255.28239359,3724.09888079,21.29746709,1
16239.969571,3710.15855904,-1.61020429,1
16258.7917563,3725.4456362,-23.95218612,1
16267.70470887,3729.37897724,-17.57454123,1
16280.31509703,3738.69597115,7.87201258,1
16267.62578034,3741.13725934,21.36180518,1
16251.38376476,3725.24867147,23.87734913,1
16236.43320133,3722.13791801,-2.06067411,1
16240.46409137,3718.60374839,-13.97914517,1
16247.43448523,3723.97067074,-24.9460387,1
16274.54242542,3742.79500416,11.7027344,1
16256.3662975,3739.5329168,-18.46079763,1
16259.63195061,3743.56804808,-10.56480603,1
16268.58854884,3753.87356529,-6.13208955,1
16267.62650011,3744.86769373,1.65574373,1
16266.81252298,3750.94958588,16.06564824,1
16244.59791053,3734.27289547,15.00052286,1
16238.01491237,3732.32577486,9.5670624,1
16233.20493754,3728.55927345,-7.23308386,1
16253.89507148,3752.90453437,-14.31800809,1
16265.39756683,3760.65699952,2.75755789,1
16231.40555613,3746.59194243,19.02402649,1
16223.64742987,3739.35121819,0.2757524,1
16223.09635353,3739.77646922,-8.06508345,1
16260.42509947,3761.3350891,-18.90336207,1
16252.14958828,3761.14884382,-18.33758651,1
16258.80814855,3768.63861994,11.1762482,1
